sample	type	group	mut_ct
OP324541	APOBEC3	Outbreak Global	51
OP324541	NON-APOBEC	Outbreak Global	9
OP324542	APOBEC3	Outbreak Global	52
OP324542	NON-APOBEC	Outbreak Global	9
OP324543	APOBEC3	Outbreak Global	52
OP324543	NON-APOBEC	Outbreak Global	9
OP324544	APOBEC3	Outbreak Global	54
OP324544	NON-APOBEC	Outbreak Global	9
OP324545	APOBEC3	Outbreak Global	54
OP324545	NON-APOBEC	Outbreak Global	9
OP328307	APOBEC3	Outbreak Global	56
OP328307	NON-APOBEC	Outbreak Global	10
OP328308	APOBEC3	Outbreak Global	53
OP328308	NON-APOBEC	Outbreak Global	9
OP328309	APOBEC3	Outbreak Global	53
OP328309	NON-APOBEC	Outbreak Global	10
OP328310	APOBEC3	Outbreak Global	53
OP328310	NON-APOBEC	Outbreak Global	9
OP328311	APOBEC3	Outbreak Global	55
OP328311	NON-APOBEC	Outbreak Global	9
OP328312	APOBEC3	Outbreak Global	54
OP328312	NON-APOBEC	Outbreak Global	9
OP331334	APOBEC3	Outbreak Global	54
OP331334	NON-APOBEC	Outbreak Global	12
OP331335	APOBEC3	Outbreak Global	2
OP331335	NON-APOBEC	Outbreak Global	5
OP331336	APOBEC3	Outbreak Global	4
OP331336	NON-APOBEC	Outbreak Global	5
OP331337	APOBEC3	Outbreak Global	55
OP331337	NON-APOBEC	Outbreak Global	10
OP331338	APOBEC3	Outbreak Global	55
OP331338	NON-APOBEC	Outbreak Global	10
OP339846	APOBEC3	Outbreak Global	53
OP339846	NON-APOBEC	Outbreak Global	10
OP339847	APOBEC3	Outbreak Global	53
OP339847	NON-APOBEC	Outbreak Global	9
OP339848	APOBEC3	Outbreak Global	53
OP339848	NON-APOBEC	Outbreak Global	9
OP339849	APOBEC3	Outbreak Global	56
OP339849	NON-APOBEC	Outbreak Global	10
OP339850	APOBEC3	Outbreak Global	53
OP339850	NON-APOBEC	Outbreak Global	9
OP339851	APOBEC3	Outbreak Global	53
OP339851	NON-APOBEC	Outbreak Global	9
OP339852	APOBEC3	Outbreak Global	53
OP339852	NON-APOBEC	Outbreak Global	9
OP339853	APOBEC3	Outbreak Global	55
OP339853	NON-APOBEC	Outbreak Global	9
OP339854	APOBEC3	Outbreak Global	55
OP339854	NON-APOBEC	Outbreak Global	9
OP339855	APOBEC3	Outbreak Global	57
OP339855	NON-APOBEC	Outbreak Global	9
OP339856	APOBEC3	Outbreak Global	54
OP339856	NON-APOBEC	Outbreak Global	9
OP341487	APOBEC3	Outbreak Global	53
OP341487	NON-APOBEC	Outbreak Global	9
OP351278	APOBEC3	Outbreak Global	53
OP351278	NON-APOBEC	Outbreak Global	9
OP351279	APOBEC3	Outbreak Global	54
OP351279	NON-APOBEC	Outbreak Global	9
OP351280	APOBEC3	Outbreak Global	57
OP351280	NON-APOBEC	Outbreak Global	11
OP351281	APOBEC3	Outbreak Global	55
OP351281	NON-APOBEC	Outbreak Global	9
OP351282	APOBEC3	Outbreak Global	53
OP351282	NON-APOBEC	Outbreak Global	9
OP351283	APOBEC3	Outbreak Global	57
OP351283	NON-APOBEC	Outbreak Global	11
OP351284	APOBEC3	Outbreak Global	59
OP351284	NON-APOBEC	Outbreak Global	9
OP351285	APOBEC3	Outbreak Global	55
OP351285	NON-APOBEC	Outbreak Global	9
OP351286	APOBEC3	Outbreak Global	57
OP351286	NON-APOBEC	Outbreak Global	10
OP351287	APOBEC3	Outbreak Global	53
OP351287	NON-APOBEC	Outbreak Global	9
OP355562	APOBEC3	Outbreak Global	54
OP355562	NON-APOBEC	Outbreak Global	9
OP355563	APOBEC3	Outbreak Global	55
OP355563	NON-APOBEC	Outbreak Global	9
OP355564	APOBEC3	Outbreak Global	53
OP355564	NON-APOBEC	Outbreak Global	10
OP355565	APOBEC3	Outbreak Global	52
OP355565	NON-APOBEC	Outbreak Global	10
OP355566	APOBEC3	Outbreak Global	53
OP355566	NON-APOBEC	Outbreak Global	9
OP355567	APOBEC3	Outbreak Global	57
OP355567	NON-APOBEC	Outbreak Global	9
OP355568	APOBEC3	Outbreak Global	55
OP355568	NON-APOBEC	Outbreak Global	10
OP355569	APOBEC3	Outbreak Global	55
OP355569	NON-APOBEC	Outbreak Global	9
OP355570	APOBEC3	Outbreak Global	59
OP355570	NON-APOBEC	Outbreak Global	9
OP355571	APOBEC3	Outbreak Global	53
OP355571	NON-APOBEC	Outbreak Global	10
OP355572	APOBEC3	Outbreak Global	55
OP355572	NON-APOBEC	Outbreak Global	9
OP355573	APOBEC3	Outbreak Global	54
OP355573	NON-APOBEC	Outbreak Global	10
OP355574	APOBEC3	Outbreak Global	54
OP355574	NON-APOBEC	Outbreak Global	10
OP355575	APOBEC3	Outbreak Global	55
OP355575	NON-APOBEC	Outbreak Global	9
OP355576	APOBEC3	Outbreak Global	55
OP355576	NON-APOBEC	Outbreak Global	9
OP355577	APOBEC3	Outbreak Global	54
OP355577	NON-APOBEC	Outbreak Global	10
OP355578	APOBEC3	Outbreak Global	55
OP355578	NON-APOBEC	Outbreak Global	10
OP355579	APOBEC3	Outbreak Global	53
OP355579	NON-APOBEC	Outbreak Global	9
OP355580	APOBEC3	Outbreak Global	53
OP355580	NON-APOBEC	Outbreak Global	10
OP355581	APOBEC3	Outbreak Global	53
OP355581	NON-APOBEC	Outbreak Global	9
OP355582	APOBEC3	Outbreak Global	53
OP355582	NON-APOBEC	Outbreak Global	9
OP358276	APOBEC3	Outbreak Global	55
OP358276	NON-APOBEC	Outbreak Global	9
OP373386	APOBEC3	Outbreak Global	55
OP373386	NON-APOBEC	Outbreak Global	10
OP373387	APOBEC3	Outbreak Global	53
OP373387	NON-APOBEC	Outbreak Global	9
OP373388	APOBEC3	Outbreak Global	53
OP373388	NON-APOBEC	Outbreak Global	9
OP373389	APOBEC3	Outbreak Global	54
OP373389	NON-APOBEC	Outbreak Global	9
OP373390	APOBEC3	Outbreak Global	53
OP373390	NON-APOBEC	Outbreak Global	9
OP373391	APOBEC3	Outbreak Global	55
OP373391	NON-APOBEC	Outbreak Global	9
OP373392	APOBEC3	Outbreak Global	54
OP373392	NON-APOBEC	Outbreak Global	9
OP378693	APOBEC3	Outbreak Global	54
OP378693	NON-APOBEC	Outbreak Global	9
OP378694	APOBEC3	Outbreak Global	55
OP378694	NON-APOBEC	Outbreak Global	10
OP378695	APOBEC3	Outbreak Global	56
OP378695	NON-APOBEC	Outbreak Global	9
OP378696	APOBEC3	Outbreak Global	56
OP378696	NON-APOBEC	Outbreak Global	9
OP378697	APOBEC3	Outbreak Global	54
OP378697	NON-APOBEC	Outbreak Global	11
OP378698	APOBEC3	Outbreak Global	53
OP378698	NON-APOBEC	Outbreak Global	9
OP378699	APOBEC3	Outbreak Global	55
OP378699	NON-APOBEC	Outbreak Global	10
OP378700	APOBEC3	Outbreak Global	54
OP378700	NON-APOBEC	Outbreak Global	10
OP378702	APOBEC3	Outbreak Global	55
OP378702	NON-APOBEC	Outbreak Global	10
OP378703	APOBEC3	Outbreak Global	53
OP378703	NON-APOBEC	Outbreak Global	9
OP378704	APOBEC3	Outbreak Global	55
OP378704	NON-APOBEC	Outbreak Global	9
OP378705	APOBEC3	Outbreak Global	57
OP378705	NON-APOBEC	Outbreak Global	11
OP378706	APOBEC3	Outbreak Global	57
OP378706	NON-APOBEC	Outbreak Global	10
OP378707	APOBEC3	Outbreak Global	54
OP378707	NON-APOBEC	Outbreak Global	9
OP378708	APOBEC3	Outbreak Global	54
OP378708	NON-APOBEC	Outbreak Global	9
OP378709	APOBEC3	Outbreak Global	54
OP378709	NON-APOBEC	Outbreak Global	9
OP378710	APOBEC3	Outbreak Global	54
OP378710	NON-APOBEC	Outbreak Global	9
OP378711	APOBEC3	Outbreak Global	54
OP378711	NON-APOBEC	Outbreak Global	9
OP381201	APOBEC3	Outbreak Global	52
OP381201	NON-APOBEC	Outbreak Global	10
OP381202	APOBEC3	Outbreak Global	53
OP381202	NON-APOBEC	Outbreak Global	10
OP381203	APOBEC3	Outbreak Global	55
OP381203	NON-APOBEC	Outbreak Global	9
OP381204	APOBEC3	Outbreak Global	53
OP381204	NON-APOBEC	Outbreak Global	9
OP381205	APOBEC3	Outbreak Global	59
OP381205	NON-APOBEC	Outbreak Global	9
OP381206	APOBEC3	Outbreak Global	53
OP381206	NON-APOBEC	Outbreak Global	9
OP381207	APOBEC3	Outbreak Global	52
OP381207	NON-APOBEC	Outbreak Global	10
OP381208	APOBEC3	Outbreak Global	54
OP381208	NON-APOBEC	Outbreak Global	9
OP381209	APOBEC3	Outbreak Global	54
OP381209	NON-APOBEC	Outbreak Global	10
OP382478	APOBEC3	Outbreak Global	53
OP382478	NON-APOBEC	Outbreak Global	9
OP382479	APOBEC3	Outbreak Global	53
OP382479	NON-APOBEC	Outbreak Global	10
OP382480	APOBEC3	Outbreak Global	53
OP382480	NON-APOBEC	Outbreak Global	9
OP382481	APOBEC3	Outbreak Global	55
OP382481	NON-APOBEC	Outbreak Global	9
OP382482	APOBEC3	Outbreak Global	53
OP382482	NON-APOBEC	Outbreak Global	9
OP382483	APOBEC3	Outbreak Global	53
OP382483	NON-APOBEC	Outbreak Global	8
OP382484	APOBEC3	Outbreak Global	53
OP382484	NON-APOBEC	Outbreak Global	9
OP382486	APOBEC3	Outbreak Global	56
OP382486	NON-APOBEC	Outbreak Global	10
OP382487	APOBEC3	Outbreak Global	53
OP382487	NON-APOBEC	Outbreak Global	9
OP382488	APOBEC3	Outbreak Global	53
OP382488	NON-APOBEC	Outbreak Global	10
OP382489	APOBEC3	Outbreak Global	56
OP382489	NON-APOBEC	Outbreak Global	9
OP382490	APOBEC3	Outbreak Global	53
OP382490	NON-APOBEC	Outbreak Global	9
OP382491	APOBEC3	Outbreak Global	54
OP382491	NON-APOBEC	Outbreak Global	9
OP382493	APOBEC3	Outbreak Global	53
OP382493	NON-APOBEC	Outbreak Global	9
OP382494	APOBEC3	Outbreak Global	52
OP382494	NON-APOBEC	Outbreak Global	9
OP390186	APOBEC3	Outbreak Global	51
OP390186	NON-APOBEC	Outbreak Global	17
OP390189	APOBEC3	Outbreak Global	57
OP390189	NON-APOBEC	Outbreak Global	11
OP390191	APOBEC3	Outbreak Global	56
OP390191	NON-APOBEC	Outbreak Global	18
OP390193	APOBEC3	Outbreak Global	57
OP390193	NON-APOBEC	Outbreak Global	13
OP390198	APOBEC3	Outbreak Global	51
OP390198	NON-APOBEC	Outbreak Global	17
OP390201	APOBEC3	Outbreak Global	56
OP390201	NON-APOBEC	Outbreak Global	13
OP390204	APOBEC3	Outbreak Global	58
OP390204	NON-APOBEC	Outbreak Global	16
OP392531	APOBEC3	Outbreak Global	53
OP392531	NON-APOBEC	Outbreak Global	10
OP392532	APOBEC3	Outbreak Global	59
OP392532	NON-APOBEC	Outbreak Global	10
OP392533	APOBEC3	Outbreak Global	53
OP392533	NON-APOBEC	Outbreak Global	10
OP392534	APOBEC3	Outbreak Global	59
OP392534	NON-APOBEC	Outbreak Global	10
OP392535	APOBEC3	Outbreak Global	54
OP392535	NON-APOBEC	Outbreak Global	10
OP392536	APOBEC3	Outbreak Global	54
OP392536	NON-APOBEC	Outbreak Global	9
OP392537	APOBEC3	Outbreak Global	59
OP392537	NON-APOBEC	Outbreak Global	9
OP392538	APOBEC3	Outbreak Global	56
OP392538	NON-APOBEC	Outbreak Global	10
OP392539	APOBEC3	Outbreak Global	54
OP392539	NON-APOBEC	Outbreak Global	14
OP392540	APOBEC3	Outbreak Global	59
OP392540	NON-APOBEC	Outbreak Global	9
OP392541	APOBEC3	Outbreak Global	53
OP392541	NON-APOBEC	Outbreak Global	9
OP392542	APOBEC3	Outbreak Global	54
OP392542	NON-APOBEC	Outbreak Global	9
OP392543	APOBEC3	Outbreak Global	56
OP392543	NON-APOBEC	Outbreak Global	10
OP392544	APOBEC3	Outbreak Global	55
OP392544	NON-APOBEC	Outbreak Global	9
OP392545	APOBEC3	Outbreak Global	53
OP392545	NON-APOBEC	Outbreak Global	9
OP392546	APOBEC3	Outbreak Global	55
OP392546	NON-APOBEC	Outbreak Global	9
OP392547	APOBEC3	Outbreak Global	55
OP392547	NON-APOBEC	Outbreak Global	10
OP392548	APOBEC3	Outbreak Global	53
OP392548	NON-APOBEC	Outbreak Global	9
OP392549	APOBEC3	Outbreak Global	53
OP392549	NON-APOBEC	Outbreak Global	10
OP392550	APOBEC3	Outbreak Global	56
OP392550	NON-APOBEC	Outbreak Global	10
OP392551	APOBEC3	Outbreak Global	53
OP392551	NON-APOBEC	Outbreak Global	9
OP392552	APOBEC3	Outbreak Global	53
OP392552	NON-APOBEC	Outbreak Global	9
OP392553	APOBEC3	Outbreak Global	57
OP392553	NON-APOBEC	Outbreak Global	10
OP394229	APOBEC3	Outbreak Global	53
OP394229	NON-APOBEC	Outbreak Global	9
OP413713	APOBEC3	Outbreak Global	56
OP413713	NON-APOBEC	Outbreak Global	10
OP413714	APOBEC3	Outbreak Global	56
OP413714	NON-APOBEC	Outbreak Global	9
OP413715	APOBEC3	Outbreak Global	54
OP413715	NON-APOBEC	Outbreak Global	10
OP413716	APOBEC3	Outbreak Global	54
OP413716	NON-APOBEC	Outbreak Global	10
OP413717	APOBEC3	Outbreak Global	56
OP413717	NON-APOBEC	Outbreak Global	10
OP413718	APOBEC3	Outbreak Global	6
OP413718	NON-APOBEC	Outbreak Global	5
OP414283	APOBEC3	Outbreak Global	53
OP414283	NON-APOBEC	Outbreak Global	9
OP414284	APOBEC3	Outbreak Global	53
OP414284	NON-APOBEC	Outbreak Global	9
OP414285	APOBEC3	Outbreak Global	53
OP414285	NON-APOBEC	Outbreak Global	9
OP414286	APOBEC3	Outbreak Global	53
OP414286	NON-APOBEC	Outbreak Global	9
OP414287	APOBEC3	Outbreak Global	54
OP414287	NON-APOBEC	Outbreak Global	9
OP414288	APOBEC3	Outbreak Global	54
OP414288	NON-APOBEC	Outbreak Global	9
OP414289	APOBEC3	Outbreak Global	53
OP414289	NON-APOBEC	Outbreak Global	9
OP414290	APOBEC3	Outbreak Global	53
OP414290	NON-APOBEC	Outbreak Global	9
OP414292	APOBEC3	Outbreak Global	53
OP414292	NON-APOBEC	Outbreak Global	9
OP414293	APOBEC3	Outbreak Global	52
OP414293	NON-APOBEC	Outbreak Global	9
OP414294	APOBEC3	Outbreak Global	53
OP414294	NON-APOBEC	Outbreak Global	8
OP414295	APOBEC3	Outbreak Global	52
OP414295	NON-APOBEC	Outbreak Global	9
OP414296	APOBEC3	Outbreak Global	53
OP414296	NON-APOBEC	Outbreak Global	9
OP414297	APOBEC3	Outbreak Global	53
OP414297	NON-APOBEC	Outbreak Global	9
OP414298	APOBEC3	Outbreak Global	50
OP414298	NON-APOBEC	Outbreak Global	9
OP414299	APOBEC3	Outbreak Global	54
OP414299	NON-APOBEC	Outbreak Global	9
OP414300	APOBEC3	Outbreak Global	53
OP414300	NON-APOBEC	Outbreak Global	9
OP414301	APOBEC3	Outbreak Global	53
OP414301	NON-APOBEC	Outbreak Global	9
OP414302	APOBEC3	Outbreak Global	51
OP414302	NON-APOBEC	Outbreak Global	9
OP414304	APOBEC3	Outbreak Global	53
OP414304	NON-APOBEC	Outbreak Global	9
OP414305	APOBEC3	Outbreak Global	53
OP414305	NON-APOBEC	Outbreak Global	9
OP414306	APOBEC3	Outbreak Global	54
OP414306	NON-APOBEC	Outbreak Global	9
OP414307	APOBEC3	Outbreak Global	54
OP414307	NON-APOBEC	Outbreak Global	9
OP414308	APOBEC3	Outbreak Global	52
OP414308	NON-APOBEC	Outbreak Global	9
OP414309	APOBEC3	Outbreak Global	52
OP414309	NON-APOBEC	Outbreak Global	9
OP414310	APOBEC3	Outbreak Global	54
OP414310	NON-APOBEC	Outbreak Global	9
OP414311	APOBEC3	Outbreak Global	53
OP414311	NON-APOBEC	Outbreak Global	9
OP414312	APOBEC3	Outbreak Global	52
OP414312	NON-APOBEC	Outbreak Global	9
OP414313	APOBEC3	Outbreak Global	53
OP414313	NON-APOBEC	Outbreak Global	9
OP414314	APOBEC3	Outbreak Global	52
OP414314	NON-APOBEC	Outbreak Global	9
OP414315	APOBEC3	Outbreak Global	53
OP414315	NON-APOBEC	Outbreak Global	9
OP414316	APOBEC3	Outbreak Global	53
OP414316	NON-APOBEC	Outbreak Global	9
OP414317	APOBEC3	Outbreak Global	52
OP414317	NON-APOBEC	Outbreak Global	9
OP414318	APOBEC3	Outbreak Global	54
OP414318	NON-APOBEC	Outbreak Global	9
OP414321	APOBEC3	Outbreak Global	51
OP414321	NON-APOBEC	Outbreak Global	9
OP414322	APOBEC3	Outbreak Global	55
OP414322	NON-APOBEC	Outbreak Global	9
OP414323	APOBEC3	Outbreak Global	54
OP414323	NON-APOBEC	Outbreak Global	9
OP414324	APOBEC3	Outbreak Global	53
OP414324	NON-APOBEC	Outbreak Global	9
OP414325	APOBEC3	Outbreak Global	53
OP414325	NON-APOBEC	Outbreak Global	9
OP414326	APOBEC3	Outbreak Global	53
OP414326	NON-APOBEC	Outbreak Global	9
OP414327	APOBEC3	Outbreak Global	54
OP414327	NON-APOBEC	Outbreak Global	9
OP414328	APOBEC3	Outbreak Global	51
OP414328	NON-APOBEC	Outbreak Global	9
OP414330	APOBEC3	Outbreak Global	53
OP414330	NON-APOBEC	Outbreak Global	9
OP414331	APOBEC3	Outbreak Global	52
OP414331	NON-APOBEC	Outbreak Global	9
OP414332	APOBEC3	Outbreak Global	53
OP414332	NON-APOBEC	Outbreak Global	9
OP414333	APOBEC3	Outbreak Global	51
OP414333	NON-APOBEC	Outbreak Global	9
OP414334	APOBEC3	Outbreak Global	51
OP414334	NON-APOBEC	Outbreak Global	9
OP414335	APOBEC3	Outbreak Global	55
OP414335	NON-APOBEC	Outbreak Global	10
OP414336	APOBEC3	Outbreak Global	53
OP414336	NON-APOBEC	Outbreak Global	9
OP414337	APOBEC3	Outbreak Global	54
OP414337	NON-APOBEC	Outbreak Global	9
OP414338	APOBEC3	Outbreak Global	52
OP414338	NON-APOBEC	Outbreak Global	9
OP414339	APOBEC3	Outbreak Global	53
OP414339	NON-APOBEC	Outbreak Global	8
OP414341	APOBEC3	Outbreak Global	53
OP414341	NON-APOBEC	Outbreak Global	9
OP414342	APOBEC3	Outbreak Global	53
OP414342	NON-APOBEC	Outbreak Global	9
OP414343	APOBEC3	Outbreak Global	53
OP414343	NON-APOBEC	Outbreak Global	9
OP414345	APOBEC3	Outbreak Global	54
OP414345	NON-APOBEC	Outbreak Global	9
OP414346	APOBEC3	Outbreak Global	55
OP414346	NON-APOBEC	Outbreak Global	9
OP414347	APOBEC3	Outbreak Global	52
OP414347	NON-APOBEC	Outbreak Global	9
OP414348	APOBEC3	Outbreak Global	53
OP414348	NON-APOBEC	Outbreak Global	9
OP414349	APOBEC3	Outbreak Global	53
OP414349	NON-APOBEC	Outbreak Global	9
OP414350	APOBEC3	Outbreak Global	53
OP414350	NON-APOBEC	Outbreak Global	8
OP414351	APOBEC3	Outbreak Global	56
OP414351	NON-APOBEC	Outbreak Global	9
OP414352	APOBEC3	Outbreak Global	51
OP414352	NON-APOBEC	Outbreak Global	8
OP414353	APOBEC3	Outbreak Global	54
OP414353	NON-APOBEC	Outbreak Global	8
OP414354	APOBEC3	Outbreak Global	49
OP414354	NON-APOBEC	Outbreak Global	9
OP414355	APOBEC3	Outbreak Global	53
OP414355	NON-APOBEC	Outbreak Global	9
OP414356	APOBEC3	Outbreak Global	53
OP414356	NON-APOBEC	Outbreak Global	8
OP414357	APOBEC3	Outbreak Global	51
OP414357	NON-APOBEC	Outbreak Global	7
OP414358	APOBEC3	Outbreak Global	50
OP414358	NON-APOBEC	Outbreak Global	9
OP414359	APOBEC3	Outbreak Global	52
OP414359	NON-APOBEC	Outbreak Global	9
OP414360	APOBEC3	Outbreak Global	53
OP414360	NON-APOBEC	Outbreak Global	9
OP414361	APOBEC3	Outbreak Global	53
OP414361	NON-APOBEC	Outbreak Global	9
OP414362	APOBEC3	Outbreak Global	54
OP414362	NON-APOBEC	Outbreak Global	9
OP414363	APOBEC3	Outbreak Global	53
OP414363	NON-APOBEC	Outbreak Global	9
OP414364	APOBEC3	Outbreak Global	53
OP414364	NON-APOBEC	Outbreak Global	9
OP414365	APOBEC3	Outbreak Global	53
OP414365	NON-APOBEC	Outbreak Global	8
OP414366	APOBEC3	Outbreak Global	53
OP414366	NON-APOBEC	Outbreak Global	9
OP414367	APOBEC3	Outbreak Global	53
OP414367	NON-APOBEC	Outbreak Global	9
OP414368	APOBEC3	Outbreak Global	53
OP414368	NON-APOBEC	Outbreak Global	9
OP414369	APOBEC3	Outbreak Global	53
OP414369	NON-APOBEC	Outbreak Global	9
OP414370	APOBEC3	Outbreak Global	53
OP414370	NON-APOBEC	Outbreak Global	9
OP414371	APOBEC3	Outbreak Global	53
OP414371	NON-APOBEC	Outbreak Global	8
OP414372	APOBEC3	Outbreak Global	53
OP414372	NON-APOBEC	Outbreak Global	9
OP414373	APOBEC3	Outbreak Global	52
OP414373	NON-APOBEC	Outbreak Global	9
OP414374	APOBEC3	Outbreak Global	53
OP414374	NON-APOBEC	Outbreak Global	9
OP414375	APOBEC3	Outbreak Global	53
OP414375	NON-APOBEC	Outbreak Global	9
OP414376	APOBEC3	Outbreak Global	52
OP414376	NON-APOBEC	Outbreak Global	9
OP414377	APOBEC3	Outbreak Global	53
OP414377	NON-APOBEC	Outbreak Global	9
OP414378	APOBEC3	Outbreak Global	53
OP414378	NON-APOBEC	Outbreak Global	9
OP414379	APOBEC3	Outbreak Global	51
OP414379	NON-APOBEC	Outbreak Global	8
OP414380	APOBEC3	Outbreak Global	53
OP414380	NON-APOBEC	Outbreak Global	9
OP414381	APOBEC3	Outbreak Global	53
OP414381	NON-APOBEC	Outbreak Global	9
OP414382	APOBEC3	Outbreak Global	53
OP414382	NON-APOBEC	Outbreak Global	9
OP414383	APOBEC3	Outbreak Global	54
OP414383	NON-APOBEC	Outbreak Global	9
OP414384	APOBEC3	Outbreak Global	53
OP414384	NON-APOBEC	Outbreak Global	8
OP414385	APOBEC3	Outbreak Global	53
OP414385	NON-APOBEC	Outbreak Global	9
OP414387	APOBEC3	Outbreak Global	52
OP414387	NON-APOBEC	Outbreak Global	7
OP414388	APOBEC3	Outbreak Global	53
OP414388	NON-APOBEC	Outbreak Global	8
OP415180	APOBEC3	Outbreak Global	54
OP415180	NON-APOBEC	Outbreak Global	9
OP415181	APOBEC3	Outbreak Global	52
OP415181	NON-APOBEC	Outbreak Global	9
OP415182	APOBEC3	Outbreak Global	54
OP415182	NON-APOBEC	Outbreak Global	9
OP415183	APOBEC3	Outbreak Global	54
OP415183	NON-APOBEC	Outbreak Global	9
OP415184	APOBEC3	Outbreak Global	54
OP415184	NON-APOBEC	Outbreak Global	9
OP415186	APOBEC3	Outbreak Global	54
OP415186	NON-APOBEC	Outbreak Global	10
OP415187	APOBEC3	Outbreak Global	53
OP415187	NON-APOBEC	Outbreak Global	9
OP415188	APOBEC3	Outbreak Global	55
OP415188	NON-APOBEC	Outbreak Global	10
OP415189	APOBEC3	Outbreak Global	55
OP415189	NON-APOBEC	Outbreak Global	9
OP415190	APOBEC3	Outbreak Global	55
OP415190	NON-APOBEC	Outbreak Global	9
OP415191	APOBEC3	Outbreak Global	52
OP415191	NON-APOBEC	Outbreak Global	9
OP415192	APOBEC3	Outbreak Global	53
OP415192	NON-APOBEC	Outbreak Global	9
OP415193	APOBEC3	Outbreak Global	54
OP415193	NON-APOBEC	Outbreak Global	9
OP415194	APOBEC3	Outbreak Global	53
OP415194	NON-APOBEC	Outbreak Global	9
OP415195	APOBEC3	Outbreak Global	53
OP415195	NON-APOBEC	Outbreak Global	9
OP415196	APOBEC3	Outbreak Global	53
OP415196	NON-APOBEC	Outbreak Global	9
OP415197	APOBEC3	Outbreak Global	54
OP415197	NON-APOBEC	Outbreak Global	10
OP415198	APOBEC3	Outbreak Global	54
OP415198	NON-APOBEC	Outbreak Global	10
OP415199	APOBEC3	Outbreak Global	54
OP415199	NON-APOBEC	Outbreak Global	11
OP415200	APOBEC3	Outbreak Global	54
OP415200	NON-APOBEC	Outbreak Global	11
OP415201	APOBEC3	Outbreak Global	54
OP415201	NON-APOBEC	Outbreak Global	11
OP415202	APOBEC3	Outbreak Global	54
OP415202	NON-APOBEC	Outbreak Global	9
OP415203	APOBEC3	Outbreak Global	54
OP415203	NON-APOBEC	Outbreak Global	9
OP415204	APOBEC3	Outbreak Global	54
OP415204	NON-APOBEC	Outbreak Global	9
OP415205	APOBEC3	Outbreak Global	56
OP415205	NON-APOBEC	Outbreak Global	10
OP415206	APOBEC3	Outbreak Global	54
OP415206	NON-APOBEC	Outbreak Global	9
OP415207	APOBEC3	Outbreak Global	54
OP415207	NON-APOBEC	Outbreak Global	9
OP415208	APOBEC3	Outbreak Global	54
OP415208	NON-APOBEC	Outbreak Global	9
OP415209	APOBEC3	Outbreak Global	54
OP415209	NON-APOBEC	Outbreak Global	9
OP415210	APOBEC3	Outbreak Global	54
OP415210	NON-APOBEC	Outbreak Global	9
OP415211	APOBEC3	Outbreak Global	54
OP415211	NON-APOBEC	Outbreak Global	9
OP415212	APOBEC3	Outbreak Global	54
OP415212	NON-APOBEC	Outbreak Global	9
OP415213	APOBEC3	Outbreak Global	51
OP415213	NON-APOBEC	Outbreak Global	9
OP415214	APOBEC3	Outbreak Global	56
OP415214	NON-APOBEC	Outbreak Global	9
OP415215	APOBEC3	Outbreak Global	56
OP415215	NON-APOBEC	Outbreak Global	9
OP415216	APOBEC3	Outbreak Global	53
OP415216	NON-APOBEC	Outbreak Global	9
OP415217	APOBEC3	Outbreak Global	52
OP415217	NON-APOBEC	Outbreak Global	9
OP415218	APOBEC3	Outbreak Global	55
OP415218	NON-APOBEC	Outbreak Global	9
OP415219	APOBEC3	Outbreak Global	55
OP415219	NON-APOBEC	Outbreak Global	9
OP415221	APOBEC3	Outbreak Global	54
OP415221	NON-APOBEC	Outbreak Global	10
OP415222	APOBEC3	Outbreak Global	54
OP415222	NON-APOBEC	Outbreak Global	11
OP415223	APOBEC3	Outbreak Global	54
OP415223	NON-APOBEC	Outbreak Global	9
OP415224	APOBEC3	Outbreak Global	53
OP415224	NON-APOBEC	Outbreak Global	9
OP415225	APOBEC3	Outbreak Global	55
OP415225	NON-APOBEC	Outbreak Global	9
OP415226	APOBEC3	Outbreak Global	53
OP415226	NON-APOBEC	Outbreak Global	9
OP415227	APOBEC3	Outbreak Global	53
OP415227	NON-APOBEC	Outbreak Global	9
OP415228	APOBEC3	Outbreak Global	54
OP415228	NON-APOBEC	Outbreak Global	10
OP415229	APOBEC3	Outbreak Global	55
OP415229	NON-APOBEC	Outbreak Global	9
OP415230	APOBEC3	Outbreak Global	54
OP415230	NON-APOBEC	Outbreak Global	10
OP415231	APOBEC3	Outbreak Global	53
OP415231	NON-APOBEC	Outbreak Global	9
OP415232	APOBEC3	Outbreak Global	54
OP415232	NON-APOBEC	Outbreak Global	10
OP415233	APOBEC3	Outbreak Global	53
OP415233	NON-APOBEC	Outbreak Global	9
OP415234	APOBEC3	Outbreak Global	55
OP415234	NON-APOBEC	Outbreak Global	10
OP415235	APOBEC3	Outbreak Global	55
OP415235	NON-APOBEC	Outbreak Global	9
OP415237	APOBEC3	Outbreak Global	56
OP415237	NON-APOBEC	Outbreak Global	9
OP415238	APOBEC3	Outbreak Global	54
OP415238	NON-APOBEC	Outbreak Global	9
OP415239	APOBEC3	Outbreak Global	53
OP415239	NON-APOBEC	Outbreak Global	9
OP415240	APOBEC3	Outbreak Global	54
OP415240	NON-APOBEC	Outbreak Global	9
OP415241	APOBEC3	Outbreak Global	54
